farmid,planted_qty,withered_crops,harvested_qty,crop_yield,net_yield,type,tags
807,26,16,5,0.2,-11,0,
808,19,10,26,1.4,16,1,
809,7,10,22,3.1,12,0,
810,3,15,16,5.3,1,0,
811,13,1,3,0.2,2,1,
812,13,1,17,1.3,16,1,
813,18,7,6,0.3,-1,1,
814,28,12,2,0.1,-10,0,
815,26,9,13,0.5,4,1,
816,20,7,16,0.8,9,0,
817,28,3,19,0.7,16,0,
818,8,14,12,1.5,-2,1,
819,29,0,17,0.6,17,1,
820,9,10,22,2.4,12,0,
821,7,6,12,1.7,6,0,
822,1,16,24,24.0,8,0,
823,3,19,19,6.3,0,1,
824,13,17,8,0.6,-9,0,
825,28,11,28,1.0,17,1,
826,25,8,28,1.1,20,0,
827,28,4,27,1.0,23,0,
828,17,9,22,1.3,13,1,
829,25,3,3,0.1,0,0,
830,24,4,12,0.5,8,1,
831,1,9,24,24.0,15,1,
832,6,10,7,1.2,-3,0,
833,21,9,16,0.8,7,1,
834,6,7,22,3.7,15,1,
835,26,1,26,1.0,25,0,
836,12,7,16,1.3,9,1,
837,13,15,26,2.0,11,1,
838,13,4,5,0.4,1,1,
839,29,2,22,0.8,20,0,
840,15,11,20,1.3,9,1,
841,21,12,24,1.1,12,0,
842,16,12,8,0.5,-4,0,
843,22,9,22,1.0,13,1,
844,21,3,14,0.7,11,1,
845,11,8,23,2.1,15,1,
846,28,1,20,0.7,19,0,
847,5,18,3,0.6,-15,1,
848,4,0,15,3.8,15,1,
849,3,6,30,10.0,24,1,
850,19,16,5,0.3,-11,1,
851,20,2,17,0.9,15,1,
852,25,19,8,0.3,-11,0,
853,18,19,26,1.4,7,0,
854,15,2,15,1.0,13,1,
855,9,2,28,3.1,26,1,
856,17,16,30,1.8,14,1,
857,14,6,16,1.1,10,1,
858,15,13,25,1.7,12,0,
859,1,16,4,4.0,-12,1,
860,21,17,3,0.1,-14,0,
861,22,12,8,0.4,-4,0,
862,22,19,11,0.5,-8,1,
863,3,19,1,0.3,-18,0,
864,16,17,10,0.6,-7,0,
865,23,3,20,0.9,17,0,
866,25,0,3,0.1,3,0,
867,11,17,14,1.3,-3,1,
868,12,0,5,0.4,5,1,
869,10,12,20,2.0,8,0,
870,16,19,26,1.6,7,1,
871,8,19,12,1.5,-7,1,
872,6,9,8,1.3,-1,1,
873,12,10,13,1.1,3,1,
874,24,8,11,0.5,3,1,
875,28,8,19,0.7,11,0,
876,21,4,14,0.7,10,1,
877,8,0,8,1.0,8,1,
878,26,16,25,1.0,9,1,
879,28,1,18,0.6,17,1,
880,4,12,12,3.0,0,0,
881,26,8,10,0.4,2,0,
882,8,3,8,1.0,5,0,
883,26,4,24,0.9,20,0,
884,28,10,5,0.2,-5,1,
885,18,18,28,1.6,10,0,
886,28,2,5,0.2,3,1,
887,28,11,23,0.8,12,1,
888,5,18,8,1.6,-10,1,
889,9,18,23,2.6,5,1,
890,4,12,2,0.5,-10,1,
891,27,6,23,0.9,17,0,
892,22,14,9,0.4,-5,0,
893,17,6,15,0.9,9,0,
894,9,7,15,1.7,8,0,
895,1,4,16,16.0,12,1,
896,21,13,14,0.7,1,0,
897,20,3,14,0.7,11,1,
898,13,9,18,1.4,9,0,
899,28,19,23,0.8,4,1,
900,16,14,23,1.4,9,1,
901,29,17,20,0.7,3,0,
902,13,19,23,1.8,4,1,
903,14,12,29,2.1,17,1,
904,3,7,2,0.7,-5,0,
905,29,8,27,0.9,19,1,
906,6,15,16,2.7,1,0,
907,18,18,3,0.2,-15,0,
908,19,15,13,0.7,-2,0,
909,5,6,25,5.0,19,1,
910,15,13,27,1.8,14,1,
911,25,13,26,1.0,13,1,
912,2,3,11,5.5,8,0,
913,10,14,11,1.1,-3,1,
914,24,2,6,0.3,4,0,
915,18,4,1,0.1,-3,0,
916,27,0,17,0.6,17,1,
917,13,2,1,0.1,-1,0,
918,5,14,27,5.4,13,1,
919,23,7,28,1.2,21,1,
920,24,3,6,0.3,3,1,
921,1,1,5,5.0,4,1,
922,22,9,19,0.9,10,1,
923,1,3,11,11.0,8,0,
924,18,2,5,0.3,3,0,
925,15,1,4,0.3,3,0,
926,17,16,29,1.7,13,1,
927,11,19,8,0.7,-11,1,
928,21,12,11,0.5,-1,1,
929,26,4,19,0.7,15,0,
930,25,8,19,0.8,11,1,
931,22,5,12,0.5,7,0,
932,27,4,11,0.4,7,0,
933,27,9,11,0.4,2,1,
934,17,7,2,0.1,-5,1,
935,13,6,16,1.2,10,0,
936,1,6,19,19.0,13,1,
937,2,5,13,6.5,8,0,
938,9,19,16,1.8,-3,1,
939,3,2,18,6.0,16,1,
940,1,18,21,21.0,3,0,
941,21,14,13,0.6,-1,1,
942,16,3,2,0.1,-1,0,
943,23,11,2,0.1,-9,1,
944,6,5,28,4.7,23,0,
945,28,18,6,0.2,-12,0,
946,17,3,18,1.1,15,1,
947,5,14,27,5.4,13,0,
948,5,8,17,3.4,9,1,
949,6,4,6,1.0,2,1,
950,3,12,16,5.3,4,1,
951,21,17,25,1.2,8,0,
952,23,4,3,0.1,-1,0,
953,5,15,8,1.6,-7,1,
954,21,18,12,0.6,-6,1,
955,5,13,25,5.0,12,0,
956,10,15,10,1.0,-5,1,
957,10,14,15,1.5,1,1,
958,19,3,26,1.4,23,0,
959,17,6,30,1.8,24,1,
960,21,15,3,0.1,-12,0,
961,14,7,26,1.9,19,1,
962,9,16,28,3.1,12,0,
963,14,15,4,0.3,-11,1,
964,1,9,8,8.0,-1,1,
965,19,9,20,1.1,11,0,
966,13,1,19,1.5,18,1,
967,13,8,18,1.4,10,0,
968,4,16,11,2.8,-5,1,
969,1,10,19,19.0,9,0,
970,17,9,28,1.6,19,0,
971,8,16,12,1.5,-4,0,
972,2,3,25,12.5,22,0,
973,28,15,18,0.6,3,1,
974,8,19,12,1.5,-7,1,
975,7,14,15,2.1,1,0,
976,26,4,12,0.5,8,0,
977,26,5,12,0.5,7,0,
978,2,16,15,7.5,-1,1,
979,22,0,20,0.9,20,1,
980,22,18,5,0.2,-13,1,
981,3,3,27,9.0,24,1,
982,27,16,22,0.8,6,0,
983,18,8,3,0.2,-5,0,
984,12,1,12,1.0,11,0,
985,1,7,14,14.0,7,1,
986,22,14,15,0.7,1,1,
987,12,6,5,0.4,-1,1,
988,5,5,21,4.2,16,0,
989,27,0,28,1.0,28,0,
990,25,14,2,0.1,-12,1,
991,17,6,26,1.5,20,0,
992,16,16,4,0.3,-12,1,
993,15,1,10,0.7,9,1,
994,23,8,3,0.1,-5,0,
995,15,8,2,0.1,-6,1,
996,5,12,2,0.4,-10,0,
997,21,5,7,0.3,2,1,
998,14,5,19,1.4,14,0,
999,2,19,15,7.5,-4,0,
1000,11,19,18,1.6,-1,0,
