farmid,planted_qty,withered_crops,harvested_qty,crop_yield,net_yield,type,tags
267,5,4,15,3,11,1,"needs improvement,  good net yield,  soilmanagement,  irrigation"
268,1,16,3,3,-13,1,"needs improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
269,1,5,13,13,8,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  naturalpestmanagement,  companionplanting"
270,19,10,21,1.1,11,0,"commendable crop yield,  bad net yield,  sustainableagriculture,  pestcontrol,  croprotation"
271,2,17,21,10.5,4,0,"commendable crop yield,  excellent net yield,  regenerativeagriculture,  companionplanting"
272,21,3,18,0.9,15,0,"needs crop improvement,  bad net yield,  irrigation,  pollinatorfriendly,  soilmanagement"
273,12,2,14,1.2,12,1,"terrible crop yield,  good net yield,  pollinatorfriendly,  organicfarming"
274,26,12,13,0.5,1,0,"needs crop improvement,  bad net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
275,6,8,8,1.3,0,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  precisionfarming,  naturalpestmanagement"
276,23,5,16,0.7,11,1,"terrible crop yield,  good net yield,  pestcontrol,  greenhousegrowing"
277,4,11,3,0.8,-8,0,"needs crop improvement,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
278,23,1,30,1.3,29,1,"terrible crop yield,  excellent net yield,  organicfarming,  pollinatorfriendly,  irrigation"
279,11,2,30,2.7,28,1,"needs improvement,  excellent net yield,  organicfarming,  soilmanagement,  fertilization"
280,24,2,12,0.5,10,1,"terrible crop yield,  good net yield,  vermiculture,  organicfarming,  soilmanagement"
281,27,11,21,0.8,10,1,"terrible crop yield,  good net yield,  croprotation,  pestcontrol"
282,17,14,20,1.2,6,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
283,6,8,23,3.8,15,0,"commendable crop yield,  excellent net yield,  croprotation,  covercrops,  greenhousegrowing"
284,24,7,21,0.9,14,0,"needs crop improvement,  bad net yield,  pestcontrol,  precisionfarming,  greenhousegrowing"
285,5,10,26,5.2,16,0,"commendable crop yield,  excellent net yield,  precisionfarming,  croprotation"
286,20,15,23,1.2,8,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
287,2,3,12,6,9,1,"average crop yield,  good net yield,  organicfarming,  pollinatorfriendly"
288,6,0,20,3.3,20,0,"commendable crop yield,  excellent net yield,  foodsecurity,  farmersmarket"
289,22,6,16,0.7,10,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  naturalpestmanagement"
290,11,1,28,2.5,27,0,"commendable crop yield,  excellent net yield,  pollinatorfriendly,  fertilization"
291,16,4,13,0.8,9,1,"terrible crop yield,  good net yield,  fertilization,  vermiculture,  soilmanagement"
292,16,6,8,0.5,2,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  precisionfarming"
293,1,3,3,3,0,0,"commendable crop yield,  bad net yield,  fertilization,  organicfarming"
294,9,4,9,1,5,0,"average crop yield,  bad net yield,  pollinatorfriendly,  fertilization,  soilmanagement"
295,28,0,22,0.8,22,1,"terrible crop yield, excellent net yield, greenhousegrowing, precisionfarming"
296,27,0,16,0.6,16,1,"terrible crop yield, excellent net yield, permaculture, sustainableagriculture, covercrops"
297,6,14,17,2.8,3,1,"needs improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
298,16,19,6,0.4,-13,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
299,29,18,28,1,10,1,"terrible crop yield,  good net yield,  sustainableagriculture,  greenhousegrowing"
300,3,9,21,7,12,1,"average crop yield,  good net yield,  naturalpestmanagement,  covercrops,  greenhousegrowing"
301,20,17,7,0.4,-10,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
302,28,2,20,0.7,18,1,"terrible crop yield,  excellent net yield,  fertilization,  pollinatorfriendly,  soilmanagement"
303,27,10,17,0.6,7,0,"needs crop improvement,  bad net yield,  pestcontrol,  precisionfarming,  sustainableagriculture"
304,4,14,9,2.3,-5,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
305,19,10,4,0.2,-6,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  sustainableagriculture"
306,26,16,28,1.1,12,1,"terrible crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
307,3,16,9,3,-7,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
308,19,5,27,1.4,22,1,"terrible crop yield,  excellent net yield,  precisionfarming,  naturalpestmanagement,  greenhousegrowing"
309,20,4,29,1.5,25,1,"terrible crop yield,  excellent net yield,  irrigation,  pollinatorfriendly,  fertilization"
310,7,7,7,1,0,1,"terrible crop yield,  bad net yield,  pestcontrol,  companionplanting"
311,20,1,28,1.4,27,0,"commendable crop yield,  excellent net yield,  irrigation,  vermiculture"
312,9,15,16,1.8,1,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
313,1,19,29,29,10,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  sustainableagriculture"
314,8,11,1,0.1,-10,0,"needs crop improvement,  bad net yield,  croprotation,  pestcontrol"
315,7,5,10,1.4,5,0,"commendable crop yield,  bad net yield,  pestcontrol,  naturalpestmanagement"
316,18,0,26,1.4,26,1,"terrible crop yield, excellent net yield, greenhousegrowing, permaculture, precisionfarming"
317,8,3,26,3.3,23,0,"commendable crop yield,  excellent net yield,  fertilization,  organicfarming,  vermiculture"
318,1,16,13,13,-3,1,"good crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
319,11,12,19,1.7,7,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
320,28,17,21,0.8,4,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
321,25,4,28,1.1,24,0,"commendable crop yield,  bad net yield,  soilmanagement,  fertilization,  organicfarming"
322,25,2,17,0.7,15,1,"terrible crop yield,  good net yield,  vermiculture,  soilmanagement"
323,18,10,28,1.6,18,1,"terrible crop yield,  excellent net yield,  pestcontrol,  companionplanting,  sustainableagriculture"
324,23,12,9,0.4,-3,1,"terrible crop yield,  bad net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
325,10,3,8,0.8,5,0,"needs crop improvement,  bad net yield,  pollinatorfriendly,  soilmanagement,  organicfarming"
326,3,13,27,9,14,0,"commendable crop yield,  excellent net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
327,7,10,22,3.1,12,0,"commendable crop yield,  excellent net yield,  croprotation,  sustainableagriculture,  companionplanting"
328,28,9,8,0.3,-1,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  naturalpestmanagement,  croprotation"
329,16,18,17,1.1,-1,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
330,26,17,22,0.8,5,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
331,16,5,17,1.1,12,0,"commendable crop yield,  bad net yield,  pestcontrol,  greenhousegrowing"
332,25,14,16,0.6,2,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
333,20,9,28,1.4,19,1,"terrible crop yield,  excellent net yield,  croprotation,  covercrops,  sustainableagriculture"
334,28,4,15,0.5,11,1,"terrible crop yield,  good net yield,  vermiculture,  organicfarming"
335,17,4,13,0.8,9,0,"needs crop improvement,  bad net yield,  organicfarming,  fertilization"
336,2,9,19,9.5,10,0,"commendable crop yield,  excellent net yield,  pestcontrol,  sustainableagriculture"
337,1,4,5,5,1,0,"commendable crop yield,  good net yield,  organicfarming,  vermiculture,  soilmanagement"
338,16,2,4,0.3,2,1,"terrible crop yield,  bad net yield,  vermiculture,  organicfarming"
339,12,5,30,2.5,25,1,"needs improvement,  excellent net yield,  sustainableagriculture,  companionplanting"
340,5,3,13,2.6,10,1,"needs improvement,  good net yield,  vermiculture,  soilmanagement"
341,5,17,22,4.4,5,1,"needs improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
342,27,8,25,0.9,17,1,"terrible crop yield,  excellent net yield,  sustainableagriculture,  precisionfarming,  greenhousegrowing"
343,23,16,29,1.3,13,1,"terrible crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
344,9,12,8,0.9,-4,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  croprotation"
345,9,14,25,2.8,11,0,"commendable crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
346,3,19,23,7.7,4,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  sustainableagriculture"
347,19,16,11,0.6,-5,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
348,16,12,16,1,4,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
349,16,15,26,1.6,11,1,"terrible crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
350,3,3,19,6.3,16,0,"commendable crop yield,  excellent net yield,  soilmanagement,  fertilization,  pollinatorfriendly"
351,20,4,8,0.4,4,1,"terrible crop yield,  bad net yield,  organicfarming,  pollinatorfriendly,  fertilization"
352,24,4,3,0.1,-1,0,"needs crop improvement,  bad net yield,  soilmanagement,  irrigation"
353,22,8,24,1.1,16,0,"commendable crop yield,  bad net yield,  croprotation,  sustainableagriculture,  precisionfarming"
354,24,16,17,0.7,1,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
355,1,12,5,5,-7,1,"average crop yield,  bad net yield,  pestcontrol,  croprotation"
356,24,1,20,0.8,19,0,"needs crop improvement,  bad net yield,  irrigation,  fertilization,  soilmanagement"
357,20,12,21,1.1,9,0,"commendable crop yield,  bad net yield,  croprotation,  pestcontrol"
358,11,18,8,0.7,-10,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
359,17,2,26,1.5,24,1,"terrible crop yield,  excellent net yield,  soilmanagement,  fertilization"
360,8,9,29,3.6,20,1,"needs improvement,  excellent net yield,  naturalpestmanagement,  greenhousegrowing,  croprotation"
361,4,1,4,1,3,0,"average crop yield,  bad net yield,  organicfarming,  soilmanagement,  pollinatorfriendly"
362,6,12,23,3.8,11,1,"needs improvement,  good net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
363,8,18,22,2.8,4,1,"needs improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
364,20,16,22,1.1,6,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
365,3,13,3,1,-10,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement"
366,16,11,25,1.6,14,1,"terrible crop yield,  good net yield,  croprotation,  pestcontrol"
367,25,11,9,0.4,-2,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement"
368,3,10,12,4,2,1,"needs improvement,  bad net yield,  covercrops,  companionplanting"
369,25,6,14,0.6,8,1,"terrible crop yield,  bad net yield,  covercrops,  pestcontrol"
370,29,3,18,0.6,15,1,"terrible crop yield,  good net yield,  pollinatorfriendly,  soilmanagement"
371,18,18,9,0.5,-9,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
372,14,0,5,0.4,5,0,"needs crop improvement, bad net yield, pestcontrol, croprotation"
373,18,2,5,0.3,3,0,"needs crop improvement,  bad net yield,  fertilization,  organicfarming,  soilmanagement"
374,2,12,19,9.5,7,1,"good crop yield,  bad net yield,  pestcontrol,  naturalpestmanagement"
375,22,14,8,0.4,-6,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
376,3,1,10,3.3,9,0,"commendable crop yield,  excellent net yield,  vermiculture,  soilmanagement,  irrigation"
377,16,10,7,0.4,-3,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  pestcontrol"
378,29,3,12,0.4,9,1,"terrible crop yield,  good net yield,  vermiculture,  irrigation"
379,9,18,14,1.6,-4,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
380,4,16,28,7,12,0,"commendable crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
381,1,2,17,17,15,0,"commendable crop yield,  excellent net yield,  irrigation,  soilmanagement,  pollinatorfriendly"
382,4,17,29,7.3,12,1,"average crop yield,  good net yield,  regenerativeagriculture,  companionplanting"
383,1,7,7,7,0,1,"average crop yield,  bad net yield,  companionplanting,  covercrops"
384,14,18,10,0.7,-8,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
385,21,4,9,0.4,5,0,"needs crop improvement,  bad net yield,  fertilization,  irrigation"
386,16,6,2,0.1,-4,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  naturalpestmanagement,  croprotation"
387,20,7,15,0.8,8,0,"needs crop improvement,  bad net yield,  croprotation,  companionplanting,  sustainableagriculture"
388,24,4,18,0.8,14,0,"needs crop improvement,  bad net yield,  irrigation,  soilmanagement"
389,8,16,25,3.1,9,1,"needs improvement,  good net yield,  regenerativeagriculture,  companionplanting"
390,7,4,10,1.4,6,1,"terrible crop yield,  bad net yield,  soilmanagement,  pollinatorfriendly"
391,3,3,18,6,15,1,"average crop yield,  good net yield,  vermiculture,  irrigation"
392,17,18,13,0.8,-5,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
393,1,1,14,14,13,0,"commendable crop yield,  excellent net yield,  organicfarming,  soilmanagement,  pollinatorfriendly"
394,16,10,9,0.6,-1,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  croprotation,  companionplanting"
395,12,12,16,1.3,4,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
396,27,14,17,0.6,3,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
397,19,11,26,1.4,15,0,"commendable crop yield,  bad net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
398,22,10,23,1,13,1,"terrible crop yield,  good net yield,  croprotation,  sustainableagriculture"
399,23,6,18,0.8,12,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  companionplanting,  greenhousegrowing"
400,22,4,21,1,17,1,"terrible crop yield,  excellent net yield,  soilmanagement,  irrigation,  vermiculture"
401,14,16,2,0.1,-14,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
402,6,19,11,1.8,-8,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
403,6,8,9,1.5,1,1,"terrible crop yield,  bad net yield,  precisionfarming,  sustainableagriculture"
404,13,13,19,1.5,6,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  croprotation"
405,19,11,29,1.5,18,1,"terrible crop yield,  excellent net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
406,22,5,2,0.1,-3,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  pestcontrol,  companionplanting"
407,8,16,22,2.8,6,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
408,27,18,13,0.5,-5,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
409,27,18,21,0.8,3,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
410,2,15,16,8,1,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
411,21,11,28,1.3,17,0,"commendable crop yield,  bad net yield,  naturalpestmanagement,  croprotation"
412,1,11,2,2,-9,1,"needs improvement,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
413,28,19,14,0.5,-5,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
414,15,5,10,0.7,5,0,"needs crop improvement,  bad net yield,  companionplanting,  precisionfarming"
415,1,3,27,27,24,1,"commendable crop yield,  excellent net yield,  fertilization,  organicfarming"
416,5,5,17,3.4,12,0,"commendable crop yield,  excellent net yield,  pestcontrol,  covercrops,  greenhousegrowing"
417,28,10,8,0.3,-2,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  companionplanting"
418,29,0,3,0.1,3,1,"terrible crop yield, bad net yield, greenhousegrowing, precisionfarming"
419,16,14,7,0.4,-7,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
420,19,10,8,0.4,-2,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  greenhousegrowing,  precisionfarming"
421,4,18,25,6.3,7,0,"commendable crop yield,  excellent net yield,  sustainableagriculture,  greenhousegrowing"
422,3,17,15,5,-2,1,"average crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
423,17,16,27,1.6,11,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
424,17,18,14,0.8,-4,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
425,12,13,28,2.3,15,0,"commendable crop yield,  excellent net yield,  pestcontrol,  naturalpestmanagement"
426,28,17,3,0.1,-14,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
427,29,18,11,0.4,-7,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
428,14,14,18,1.3,4,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
429,21,14,13,0.6,-1,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
430,6,3,18,3,15,1,"needs improvement,  good net yield,  irrigation,  organicfarming"
431,3,6,9,3,3,1,"needs improvement,  bad net yield,  covercrops,  sustainableagriculture,  pestcontrol"
432,28,12,21,0.8,9,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  pestcontrol"
433,9,2,12,1.3,10,0,"commendable crop yield,  excellent net yield,  irrigation,  organicfarming,  soilmanagement"
434,5,15,4,0.8,-11,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
435,24,8,14,0.6,6,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
436,29,7,7,0.2,0,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  precisionfarming"
437,17,19,10,0.6,-9,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
438,14,12,7,0.5,-5,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
439,21,16,10,0.5,-6,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
440,3,16,26,8.7,10,0,"commendable crop yield,  excellent net yield,  regenerativeagriculture,  companionplanting"
441,28,16,23,0.8,7,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
442,1,0,7,7,7,0,"commendable crop yield,  excellent net yield,  foodsecurity,  localfood"
443,20,7,13,0.7,6,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement"
444,29,18,9,0.3,-9,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
445,21,5,9,0.4,4,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  companionplanting"
446,23,2,15,0.7,13,0,"needs crop improvement,  bad net yield,  organicfarming,  fertilization,  vermiculture"
447,1,4,29,29,25,1,"commendable crop yield,  excellent net yield,  fertilization,  pollinatorfriendly"
448,3,12,21,7,9,0,"commendable crop yield,  excellent net yield,  croprotation,  naturalpestmanagement"
449,18,14,13,0.7,-1,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
450,25,13,21,0.8,8,0,"needs crop improvement,  bad net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
451,10,15,8,0.8,-7,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
452,22,17,14,0.6,-3,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
453,26,10,8,0.3,-2,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  croprotation"
454,3,2,17,5.7,15,1,"average crop yield,  good net yield,  organicfarming,  pollinatorfriendly"
455,8,9,5,0.6,-4,1,"terrible crop yield,  bad net yield,  precisionfarming,  covercrops"
456,14,9,23,1.6,14,0,"commendable crop yield,  good net yield,  covercrops,  croprotation,  greenhousegrowing"
457,24,15,12,0.5,-3,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
458,18,11,23,1.3,12,1,"terrible crop yield,  good net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
459,15,1,22,1.5,21,0,"commendable crop yield,  excellent net yield,  irrigation,  organicfarming,  fertilization"
460,22,8,22,1,14,0,"average crop yield,  bad net yield,  covercrops,  sustainableagriculture,  precisionfarming"
461,23,2,10,0.4,8,1,"terrible crop yield,  bad net yield,  organicfarming,  soilmanagement,  irrigation"
462,2,14,25,12.5,11,0,"commendable crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
463,27,2,22,0.8,20,0,"needs crop improvement,  bad net yield,  soilmanagement,  organicfarming,  pollinatorfriendly"
464,10,18,28,2.8,10,0,"commendable crop yield,  good net yield,  greenhousegrowing,  sustainableagriculture"
465,2,17,12,6,-5,1,"average crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
466,26,7,19,0.7,12,1,"terrible crop yield,  good net yield,  greenhousegrowing,  naturalpestmanagement"
467,17,16,23,1.4,7,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
468,8,7,2,0.3,-5,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  companionplanting"
469,1,6,29,29,23,0,"commendable crop yield,  excellent net yield,  sustainableagriculture,  pestcontrol,  covercrops"
470,9,6,13,1.4,7,1,"terrible crop yield,  bad net yield,  precisionfarming,  pestcontrol"
471,11,2,15,1.4,13,0,"commendable crop yield,  excellent net yield,  fertilization,  soilmanagement"
472,22,0,20,0.9,20,0,"needs crop improvement, bad net yield, sustainablepractices, raisedbeds"
473,16,3,27,1.7,24,0,"commendable crop yield,  excellent net yield,  organicfarming,  soilmanagement"
474,7,4,18,2.6,14,0,"commendable crop yield,  excellent net yield,  soilmanagement,  vermiculture"
475,29,0,15,0.5,15,0,"needs crop improvement, bad net yield, mulching, composting, sustainablepractices"
476,10,14,20,2,6,1,"needs improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
477,23,4,23,1,19,0,"average crop yield,  bad net yield,  pollinatorfriendly,  soilmanagement"
478,26,12,15,0.6,3,1,"terrible crop yield,  bad net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
479,3,7,12,4,5,0,"commendable crop yield,  excellent net yield,  pestcontrol,  precisionfarming,  covercrops"
480,18,7,14,0.8,7,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
481,25,4,22,0.9,18,0,"needs crop improvement,  bad net yield,  organicfarming,  soilmanagement"
482,24,8,30,1.3,22,1,"terrible crop yield,  excellent net yield,  precisionfarming,  sustainableagriculture,  companionplanting"
483,13,0,5,0.4,5,0,"needs crop improvement, bad net yield, covercrops, companionplanting"
484,28,3,22,0.8,19,1,"terrible crop yield,  excellent net yield,  organicfarming,  soilmanagement"
485,26,2,1,0,-1,0,"needs crop improvement,  bad net yield,  vermiculture,  soilmanagement"
486,7,1,20,2.9,19,1,"needs improvement,  excellent net yield,  organicfarming,  vermiculture"
487,25,7,3,0.1,-4,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  companionplanting"
488,4,8,19,4.8,11,1,"needs improvement,  good net yield,  greenhousegrowing,  covercrops,  sustainableagriculture"
489,13,1,7,0.5,6,1,"terrible crop yield,  bad net yield,  pollinatorfriendly,  organicfarming"
490,20,13,23,1.2,10,0,"commendable crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
491,1,13,29,29,16,0,"commendable crop yield,  excellent net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
492,8,3,23,2.9,20,1,"needs improvement,  excellent net yield,  soilmanagement,  pollinatorfriendly"
493,14,5,12,0.9,7,0,"needs crop improvement,  bad net yield,  companionplanting,  covercrops,  greenhousegrowing"
494,16,10,25,1.6,15,1,"terrible crop yield,  good net yield,  pestcontrol,  precisionfarming,  covercrops"
495,14,2,10,0.7,8,1,"terrible crop yield,  bad net yield,  pollinatorfriendly,  soilmanagement"
496,12,7,28,2.3,21,1,"needs improvement,  excellent net yield,  companionplanting,  naturalpestmanagement,  greenhousegrowing"
497,19,2,15,0.8,13,0,"needs crop improvement,  bad net yield,  soilmanagement,  pollinatorfriendly,  fertilization"
498,23,13,29,1.3,16,1,"terrible crop yield,  excellent net yield,  naturalpestmanagement,  croprotation"
499,15,12,11,0.7,-1,1,"terrible crop yield,  bad net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
500,28,12,26,0.9,14,0,"needs crop improvement,  bad net yield,  croprotation,  naturalpestmanagement"
501,2,1,16,8,15,0,"commendable crop yield,  excellent net yield,  soilmanagement,  fertilization"
502,2,12,8,4,-4,0,"commendable crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
503,23,18,1,0,-17,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
504,22,5,23,1,18,1,"terrible crop yield,  excellent net yield,  croprotation,  naturalpestmanagement,  greenhousegrowing"
505,19,15,16,0.8,1,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
506,25,1,2,0.1,1,1,"terrible crop yield,  bad net yield,  irrigation,  pollinatorfriendly,  organicfarming"
507,26,7,8,0.3,1,1,"terrible crop yield,  bad net yield,  pestcontrol,  precisionfarming,  greenhousegrowing"
508,29,16,4,0.1,-12,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
509,22,1,18,0.8,17,1,"terrible crop yield,  excellent net yield,  organicfarming,  soilmanagement"
510,26,9,22,0.8,13,1,"terrible crop yield,  good net yield,  sustainableagriculture,  precisionfarming"
511,26,15,10,0.4,-5,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
512,22,5,30,1.4,25,1,"terrible crop yield,  excellent net yield,  covercrops,  sustainableagriculture,  croprotation"
513,17,1,25,1.5,24,1,"terrible crop yield,  excellent net yield,  fertilization,  pollinatorfriendly"
514,20,1,21,1.1,20,1,"terrible crop yield,  excellent net yield,  fertilization,  pollinatorfriendly,  vermiculture"
515,10,12,6,0.6,-6,1,"terrible crop yield,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
516,6,14,5,0.8,-9,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
517,15,1,29,1.9,28,1,"terrible crop yield,  excellent net yield,  soilmanagement,  vermiculture"
518,22,6,7,0.3,1,0,"needs crop improvement,  bad net yield,  companionplanting,  greenhousegrowing"
519,11,2,27,2.5,25,0,"commendable crop yield,  excellent net yield,  soilmanagement,  pollinatorfriendly,  vermiculture"
520,28,7,29,1,22,1,"terrible crop yield,  excellent net yield,  sustainableagriculture,  greenhousegrowing,  precisionfarming"
521,5,13,25,5,12,1,"average crop yield,  good net yield,  croprotation,  pestcontrol"
522,1,6,9,9,3,0,"commendable crop yield,  excellent net yield,  covercrops,  naturalpestmanagement,  precisionfarming"
523,8,6,18,2.3,12,1,"needs improvement,  good net yield,  sustainableagriculture,  covercrops"
524,21,0,20,1,20,1,"terrible crop yield, excellent net yield, covercrops, precisionfarming"
525,28,16,10,0.4,-6,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
526,12,8,20,1.7,12,0,"commendable crop yield,  good net yield,  companionplanting,  sustainableagriculture,  precisionfarming"
527,12,12,27,2.3,15,1,"needs improvement,  good net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
528,5,18,22,4.4,4,0,"commendable crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
529,7,18,3,0.4,-15,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
530,4,16,26,6.5,10,0,"commendable crop yield,  excellent net yield,  regenerativeagriculture,  companionplanting"
531,6,9,26,4.3,17,0,"commendable crop yield,  excellent net yield,  pestcontrol,  greenhousegrowing"
532,13,9,16,1.2,7,1,"terrible crop yield,  bad net yield,  pestcontrol,  precisionfarming,  sustainableagriculture"
533,20,3,12,0.6,9,0,"needs crop improvement,  bad net yield,  soilmanagement,  fertilization"
